loc_id,date,time,isdaytime,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
1,2019-06-01,1000,yes,22,72,5,9,204,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,45,10,6,1021,31,14,22,72,9,49,22,72,6,10,22,72
1,2019-06-01,1100,yes,24,75,6,10,201,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,40,10,6,1021,31,9,24,75,9,49,24,75,7,12,24,75
1,2019-06-01,1200,yes,25,78,7,12,199,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,36,10,6,1021,31,5,25,78,9,48,25,78,9,14,25,78
1,2019-06-01,1300,yes,25,78,8,13,200,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,39,10,6,1020,31,6,26,78,10,50,25,78,9,15,26,78
1,2019-06-01,1400,yes,26,78,9,14,201,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,41,10,6,1019,31,7,26,78,11,52,26,78,10,16,26,78
1,2019-06-01,1500,yes,26,78,9,15,202,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,44,10,6,1019,31,8,26,79,12,54,26,78,11,17,26,79
1,2019-06-01,1600,yes,25,77,9,14,198,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,48,10,6,1018,31,7,26,79,13,56,25,77,10,17,26,79
1,2019-06-01,1700,no,25,77,9,14,195,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,52,10,6,1017,31,6,26,78,14,57,25,77,10,16,26,78
1,2019-06-01,1800,no,24,76,9,14,192,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,55,10,6,1017,30,5,26,78,15,59,24,76,10,16,26,78
1,2019-06-01,1900,no,23,74,8,13,184,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,62,10,6,1016,30,6,25,77,15,60,23,74,10,15,25,77
1,2019-06-01,2000,no,22,72,8,12,175,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,68,10,6,1016,30,6,25,77,16,61,22,72,9,15,25,77
1,2019-06-01,2100,no,21,70,7,12,166,SSE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,75,10,6,1016,30,6,24,76,17,62,21,70,9,14,21,70
1,2019-06-01,2200,no,21,69,8,12,164,SSE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,77,10,6,1015,30,13,23,73,16,62,21,69,10,16,21,69
1,2019-06-01,2300,no,20,68,8,12,162,SSE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,79,10,6,1015,30,19,21,70,16,61,20,68,11,17,20,68
1,2019-06-02,0,no,20,67,8,13,160,SSE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,81,10,6,1014,30,25,20,67,16,61,20,67,12,19,20,67
1,2019-06-02,100,no,19,67,8,13,165,SSE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,81,10,6,1014,30,31,19,67,16,61,19,67,12,20,19,67
1,2019-06-02,200,no,19,66,8,14,170,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,82,10,6,1013,30,38,19,66,16,60,19,66,13,21,19,66
1,2019-06-02,300,no,18,65,9,14,176,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,82,10,6,1012,30,44,18,65,15,60,18,65,14,22,18,65
1,2019-06-02,400,no,19,66,9,15,181,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,80,10,6,1012,30,31,19,66,15,59,19,66,13,21,19,66
1,2019-06-02,500,no,19,67,9,15,187,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,77,10,6,1011,30,18,19,67,15,59,19,67,12,20,19,67
1,2019-06-02,600,no,20,67,10,15,193,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,75,10,6,1011,30,5,20,67,15,59,20,67,12,19,20,67
1,2019-06-02,700,no,21,69,10,16,197,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,67,10,6,1011,30,28,21,70,14,58,21,69,12,19,21,69
1,2019-06-02,800,yes,22,71,11,17,202,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,60,10,6,1010,30,51,23,73,13,56,22,71,13,20,22,71
1,2019-06-02,900,yes,22,72,11,18,206,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,52,10,6,1010,30,74,25,76,12,54,22,72,13,21,25,76
1,2019-06-02,1000,yes,23,73,12,19,209,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,51,10,6,1010,30,75,25,76,12,54,23,73,14,22,25,76
1,2019-06-02,1100,yes,23,73,12,20,212,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,50,10,6,1010,30,76,25,76,12,53,23,73,14,23,25,76
1,2019-06-02,1200,yes,23,73,13,21,214,SW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,49,10,6,1010,30,76,25,76,12,53,23,73,15,24,25,76
1,2019-06-02,1300,yes,23,74,14,22,215,SW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,48,10,6,1010,30,72,25,77,11,53,23,74,16,26,25,77
1,2019-06-02,1400,yes,23,74,15,24,216,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,46,10,6,1010,30,67,25,77,11,52,23,74,17,28,25,77
1,2019-06-02,1500,yes,24,75,16,26,218,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,45,10,6,1010,30,62,25,77,11,52,24,75,18,30,25,77
1,2019-06-02,1600,yes,22,72,16,26,219,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,52,10,6,1009,30,75,23,74,12,53,22,72,19,30,23,74
1,2019-06-02,1700,no,21,70,16,26,221,SW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,59,10,6,1009,30,87,21,70,12,54,21,70,19,31,21,70
1,2019-06-02,1800,no,20,67,16,26,222,SW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,67,10,6,1009,30,100,20,67,13,56,20,67,20,32,20,67
1,2019-06-02,1900,no,19,66,14,23,235,SW,122,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,69,7,4,1010,30,100,19,66,13,55,19,66,18,29,19,66
1,2019-06-02,2000,no,18,64,13,20,248,WSW,266,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.3,0.0,72,5,2,1010,30,100,18,64,13,55,18,64,16,25,18,64
1,2019-06-02,2100,no,17,62,11,17,261,W,266,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.1,0.0,75,2,1,1011,30,100,17,62,12,54,17,62,14,22,17,62
1,2019-06-02,2200,no,16,61,11,17,263,W,266,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.1,0.0,70,5,2,1011,30,80,16,61,11,51,16,60,14,22,16,60
1,2019-06-02,2300,no,15,59,10,17,266,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,66,7,4,1011,30,59,15,59,9,48,14,58,14,22,14,58
1,2019-06-03,0,no,14,58,10,16,268,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,61,10,6,1012,30,39,14,58,7,44,13,55,13,22,13,55
1,2019-06-03,100,no,14,57,10,15,262,W,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,64,10,6,1011,30,28,14,57,7,45,13,55,12,20,13,55
1,2019-06-03,200,no,14,57,9,15,255,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,67,10,6,1011,30,17,14,57,8,46,13,55,11,18,13,55
1,2019-06-03,300,no,14,57,9,14,249,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,10,6,1011,30,6,14,57,8,47,13,55,10,16,13,55
1,2019-06-03,400,no,14,57,9,14,250,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,10,6,1012,30,11,14,57,8,47,13,55,10,16,13,55
1,2019-06-03,500,no,14,57,9,14,251,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,10,6,1012,30,15,14,57,8,47,12,54,10,16,12,54
1,2019-06-03,600,no,14,56,9,14,252,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,71,10,6,1012,30,20,14,56,8,47,12,54,10,17,12,54
1,2019-06-03,700,no,15,59,9,15,251,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,65,10,6,1012,30,20,15,59,8,46,14,57,10,17,14,57
1,2019-06-03,800,yes,16,61,9,15,251,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,59,10,6,1013,30,20,16,61,8,46,16,60,11,17,16,60
1,2019-06-03,900,yes,17,63,9,15,250,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,53,10,6,1013,30,20,17,63,8,46,17,63,11,17,17,63
1,2019-06-03,1000,yes,18,65,10,16,244,WSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,49,10,6,1013,30,35,18,65,7,45,18,65,11,18,18,65
1,2019-06-03,1100,yes,19,66,10,16,239,WSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,46,10,6,1013,30,49,19,66,7,45,19,66,11,18,19,66
1,2019-06-03,1200,yes,20,68,10,17,233,SW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,42,10,6,1013,30,64,20,68,7,44,20,68,12,19,20,68
1,2019-06-03,1300,yes,20,68,11,18,231,SW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,44,10,6,1013,30,69,20,68,7,45,20,68,13,21,20,68
1,2019-06-03,1400,yes,20,67,12,19,229,SW,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,0.0,46,10,6,1013,30,75,20,67,8,46,20,67,14,23,20,67
1,2019-06-03,1500,yes,20,67,13,21,227,SW,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,48,10,6,1013,30,80,20,67,8,47,20,67,16,25,20,67
1,2019-06-03,1600,yes,19,66,13,20,228,SW,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,49,10,6,1013,30,83,19,66,8,47,19,66,15,24,19,66
1,2019-06-03,1700,no,19,65,12,20,229,SW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,0.0,50,10,6,1013,30,86,19,65,8,46,19,65,15,24,19,65
1,2019-06-03,1800,no,18,65,12,19,229,SW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,50,10,6,1012,30,89,18,65,8,46,18,65,14,23,18,65
1,2019-06-03,1900,no,17,63,11,18,228,SW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,54,10,6,1013,30,65,17,63,8,46,17,63,13,22,17,63
1,2019-06-03,2000,no,16,61,11,17,227,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,58,10,6,1013,30,41,16,61,8,47,16,61,13,21,16,61
1,2019-06-03,2100,no,16,60,10,16,225,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,62,10,6,1013,30,17,16,60,8,47,16,60,12,20,16,60
1,2019-06-03,2200,no,15,59,9,14,223,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,66,10,6,1013,30,16,15,59,9,48,15,59,11,17,15,59
1,2019-06-03,2300,no,15,58,8,12,221,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,69,10,6,1013,30,15,15,58,9,48,14,58,9,15,14,58
1,2019-06-04,0,no,14,58,7,11,218,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,72,10,6,1013,30,14,14,58,9,49,14,57,8,13,14,57
1,2019-06-04,100,no,14,57,6,10,208,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,73,10,6,1012,30,13,14,57,9,49,14,56,7,11,14,56
1,2019-06-04,200,no,14,57,5,9,198,SSW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,74,10,6,1012,30,11,14,57,9,49,13,56,6,10,13,56
1,2019-06-04,300,no,14,56,5,8,187,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,75,10,6,1011,30,10,14,56,9,49,13,56,5,9,13,56
1,2019-06-04,400,no,14,57,5,8,173,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,73,10,6,1011,30,22,14,57,9,48,13,56,6,9,13,56
1,2019-06-04,500,no,14,57,5,8,158,SSE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,70,10,6,1010,30,34,14,57,8,47,13,56,6,10,13,56
1,2019-06-04,600,no,14,57,5,9,144,SE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,68,10,6,1010,30,46,14,57,8,46,14,56,6,10,14,56
1,2019-06-04,700,no,15,59,7,11,135,SE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,64,10,6,1009,30,47,15,59,8,47,15,58,8,13,15,58
1,2019-06-04,800,yes,16,61,8,13,127,SE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,61,10,6,1009,30,48,16,61,8,47,16,60,10,15,16,60
1,2019-06-04,900,yes,17,62,10,15,118,ESE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,57,10,6,1008,30,49,17,62,8,47,17,62,11,18,17,62
1,2019-06-04,1000,yes,17,62,10,16,126,SE,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,63,10,6,1007,30,66,17,62,10,49,17,62,12,19,17,62
1,2019-06-04,1100,yes,17,63,10,17,133,SE,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.2,0.0,68,10,6,1006,30,83,17,63,11,52,17,63,12,20,17,63
1,2019-06-04,1200,yes,17,63,11,17,141,SE,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,74,10,6,1006,30,100,17,63,12,54,17,63,13,21,17,63
1,2019-06-04,1300,yes,17,63,10,15,159,SSE,353,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.1,0.0,74,9,5,1005,30,100,17,63,13,55,17,63,12,19,17,63
1,2019-06-04,1400,yes,17,63,9,14,178,S,302,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Moderate rain,2.5,0.1,75,8,4,1004,30,100,17,63,13,55,17,63,11,18,17,63
1,2019-06-04,1500,yes,17,63,7,12,197,SSW,302,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Moderate rain,1.3,0.0,76,7,4,1003,30,100,17,63,13,55,17,63,10,16,17,63
1,2019-06-04,1600,yes,17,63,7,11,198,SSW,302,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0018_cloudy_with_heavy_rain.png,Moderate rain,1.3,0.0,74,7,4,1003,30,91,17,63,12,54,17,63,9,15,17,63
1,2019-06-04,1700,no,17,63,6,10,199,SSW,299,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png,Moderate rain at times,2.7,0.1,72,8,4,1003,30,82,17,63,12,54,17,63,9,14,17,63
1,2019-06-04,1800,no,17,63,6,9,200,SSW,299,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png,Moderate rain at times,1.4,0.1,70,8,4,1002,30,73,17,63,12,53,17,63,8,13,17,63
1,2019-06-04,1900,no,17,62,6,10,191,SSW,299,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png,Moderate rain at times,1.4,0.1,73,9,5,1002,30,63,17,62,12,53,17,62,9,14,17,62
1,2019-06-04,2000,no,16,61,7,12,182,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,75,9,5,1002,30,53,16,61,12,53,16,61,9,15,16,61
1,2019-06-04,2100,no,15,60,8,13,173,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,78,10,6,1003,30,43,15,60,12,53,15,60,10,16,15,60
1,2019-06-04,2200,no,15,59,8,13,178,S,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,81,10,6,1003,30,53,15,59,12,53,15,59,11,17,15,59
1,2019-06-04,2300,no,15,59,8,13,183,S,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,83,10,6,1003,30,62,15,59,12,54,14,58,11,18,14,58
1,2019-06-05,0,no,15,58,8,13,189,S,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,85,10,6,1003,30,72,15,58,12,54,14,57,12,19,14,57
1,2019-06-05,100,no,14,57,8,13,200,SSW,119,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,87,10,6,1003,30,79,14,57,12,53,13,56,12,19,13,56
1,2019-06-05,200,no,14,56,8,13,212,SSW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.1,0.0,88,10,6,1003,30,85,14,56,12,53,12,54,12,19,12,54
1,2019-06-05,300,no,13,55,8,13,224,SW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,89,10,6,1004,30,92,13,55,11,52,12,53,11,18,12,53
1,2019-06-05,400,no,13,55,9,14,228,SW,176,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0025_light_rain_showers_night.png,Patchy rain possible,0.0,0.0,85,10,6,1004,30,77,13,55,10,51,12,53,11,18,12,53
1,2019-06-05,500,no,13,55,9,14,231,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,80,10,6,1005,30,62,13,55,10,49,12,53,11,17,12,53
1,2019-06-05,600,no,13,55,9,14,235,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,76,10,6,1005,30,47,13,55,9,48,12,53,10,17,12,53
1,2019-06-05,700,no,14,57,9,14,235,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,69,10,6,1006,30,41,14,57,8,47,13,56,10,16,13,56
1,2019-06-05,800,yes,15,59,9,14,235,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,62,10,6,1006,30,36,15,59,8,46,15,58,10,16,15,58
1,2019-06-05,900,yes,16,61,9,14,236,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,55,10,6,1006,30,30,16,61,7,45,16,61,10,16,16,61
1,2019-06-05,1000,yes,17,63,9,15,234,SW,116,https://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,51,10,6,1006,30,29,17,63,7,45,17,63,11,17,17,63
